titre_avis;texte_avis;note_avis;date_avis;type_voyage;nb_mots;nb_phrases;vader_compound;vader_sentiment;textblob_polarity;textblob_subjectivity;textblob_sentiment;transformer_label;transformer_score
Vaut le détour;Notre guide était très compétent et attachant. Le Palais de l'Alhambra est un endroit à ne pas manquer l'histoire et les vues sont vraiment incroyables. J'ai particulièrement aimé les jardins.Le point de collecte était un peu difficile à trouver. Nous avions supposé que ce serait près de la billetterie en dehors de l'Alhambra, mais c'était assez loin ce qui a rendu la visite intéressante que vous marchez jusqu'à l'approche du site. Il est tout à fait une colline donc vous avez besoin d'une forme physique raisonnable. Heureusement, nous avions fait un essai de localisation du point de collecte.;5;26 juin 2025;juin 2025 • En couple;99;1;-0.128;Négatif;0.0;0.0;Neutre;LABEL_1;0.9985180497169495
Expérience moyenne;Le vendeuse billets est nul. Il faut prendre un taxi depuis l Alhambra et en reprendre un autre pour revenir à la billetterie. Pas aimable et injoignable au téléphone. Avons perdu une heure;3;24 juin 2025;juin 2025 • Entre amis;33;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.9855964779853821
Honte à vous Tripadvisor;J’écris cet avis parce que vous (Tripadvisor) qui possédez Viator n’avez pas envoyé les détails de mon passeport pour jouer à Grenade lorsque j’ai réservé le voyage il y a 2 semaines et à cause de ce jeu Grenade n’avait pas d’autre choix que d’annuler ma réservation et de rembourser ma réservation 2 jours avant qu’elle ne commence , donc je suis allé jusqu’à Grenade sans voir le point culminant de la ville , je pense que c’est honteux au nom de Tripadvisor (viator ) et je ne réserverai plus jamais par eux ! Ne réservez rien via TRIPADVISOR;1;22 mai 2025;;104;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.9802307486534119
Expérience très décevante..a ne pas renouveler;Alhambra était magnifique c’est juste la réservation des billets qui était nulle.Avions réservé à 15 h avec guide….la veille on nous dit que c’est annulé.Mais on nous propose des audio guides….(avec notre téléphone)….nous avons dû faire 6kms en plus pour chercher les billets.Trop déçu par ce site.;1;18 mai 2025;mai 2025 • Entre amis;55;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9160855412483215
Visite de l’alhambra que vous avez annulé;Je suis très déçue de cette expérience avec vous car vous m’avez annulé la réservation pour raisons techniques et que je n’ai pas eu le remboursement;1;14 mai 2025;mai 2025 • En couple;28;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.9880214929580688
Un MUST à visiter.;L’alhambra de Grenade est un incontournable et est une merveille à visiter.À distance de marche de la Place Nueva, c’est une belle activité à faire. Cependant, il faut être un peu  en forme (ou prendre son temps) et ce en raison de la montée et des marches. Une fois rendue, c’est un charme à visiter.La visite avec un guide est très intéressante mais elle peut être laissé de côté si l’on veut juste visiter et que l’on connaît un peu de l’histoire de l’Alhambra.Faites attention, l’entrée à certains monuments via un guide est limitée à uniquement un passage et parfois le guide laisse de côté certains aspects ( ex. La haute tour de l’Alcazaba). Le guide nous avait dit que l’on pourrait y retourner sans problème mais la sécurité nous a indiqué que c’était uniquement un passage. Légère déception de notre côté.;4;8 mai 2025;;155;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9813180565834045
Grotesquement hors prix;Prestation correcte, guide intéressante, mais prix grotesquement prohibitif : 128 € / pers, pour une entrée à 10€ SANS LES PALAIS NASRIDES et une guide pour un groupe de ~20 pers. À éviter ! Réservez à l’avance;1;6 mai 2025;mai 2025 • En couple;34;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9679211974143982
Grosse arnaque;Une énorme arnaque et surtout très grosse désillusion! Faute d’avoir trouvé des billets sur le site officiel de l’alhambra nous étions trop content de dépenser 159e, même pour seulement 2  billets pour découvrir ce lieu incroyable!Raté, alors que sur la commande tripadvisor il était écrit « visite alhambra et generalife » nous n’avons pas pu visiter la meilleur partie c’est à dire les palais nasrides à l’intérieur de l’alhambra. Nous n’avons pu voir que les extérieurs (generalife et alcazaba)!C’est comme acheter un billet pour le Louvre et avoir droit à une visite extérieur du bâtiment sans voir les peintures! Un scandale que le personnel de l’alhambra connaissait bien, ils étaient navrés pour nous et nous on dit de dénoncer ces arnaques très très connues et acheter son billet uniquement sur le site officiel.;1;6 mai 2025;mai 2025 • En couple;142;1;-0.7351;Négatif;0.0;0.0;Neutre;LABEL_0;0.9874843955039978
Super visite;Incroyable visite de la belle Alhambra - notre guide (je ne me souviens pas de son nom mais elle tchèque! ) était très bien informé et engageant et a rendu l'expérience si intéressante;5;28 avril 2025;avr. 2025 • En couple;31;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996356964111328
Achat ne représentait pas ce qui a été montré en ligne.;J'ai acheté un billet après avoir vu les photos en ligne pour découvrir que les photos en ligne sont à l'intérieur de l'Alhambra et mon billet hors de prix n'incluait pas l'intérieur de l'Alhambra. C'était très décevant et trompeur. Les photos montrées sur l’excursion doivent représenter ce qui est inclus dans la visite.;1;26 avril 2025;;54;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9958556294441223
L’alhambra, un lieu incontournable;Nous avons passé un excellent moment avec Dara, notre guide.De belles découvertes dans un moment décontracté.L’Alhambra est un lieu incontournable de l’Andalousie, pour son histoire et la beauté des lieux.Très agréable de déambuler dans ces lieux sans être confrontés au tourisme de masse.Un bémol pour l’accueil froid de Play Granada. Peut être un coup de pas chance.;4;26 avril 2025;avr. 2025 • En couple;64;1;0.7964;Positif;1.0;1.0;Positif;LABEL_1;0.9996392726898193
Alhambra la Magnifique !;Endroit magnifique et notre guide Maria Carmen était très intéressante et attentive au groupe. L’endroit et immense et sans guide, nous n’aurions pas pu apprécier autant.;5;25 avril 2025;;28;1;-0.2732;Négatif;0.2;0.95;Positif;LABEL_1;0.9996522665023804
Mauvaise présentation et livraison;Guide touristique n'était pas très impressionnant. N'avait pas une bonne compréhension de la langue anglaise ou ne présentait pas le matériel de manière intéressante.Très dispersé;2;27 décembre 2024;;26;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9379642009735107
Super expérience;Très bonne expérience. La guide Andrea était très intéressante avec ses anecdotes et ses explications. Je recommande.;5;14 novembre 2024;;17;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996843338012695
Fantastique !;Jose était très bien informé! Il a répondu à toutes nos questions. C'est tellement agréable d'avoir quelqu'un qui a grandi à Grenade qui nous donne cette visite. Jose est fantastique!;5;1 novembre 2024;oct. 2024 • Entre amis;30;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996805191040039
Tournée incontournable;Une visite informative avec une bonne utilisation de la technologie pour permettre à chaque personne d'écouter avec son propre casque. Nous recommandons vivement. C'est une visite incontournable à Grenade.;5;27 octobre 2024;sept. 2024 • En couple;29;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996601343154907
Préparez attentivement votre visite de l'Alhambra !;"La visite de l'Alhambra ""vaut le voyage""! Architecture, décoration et site sont superbes...Le meilleur plan pour éviter les arnaques et les déceptions, c'est de réserver sa visite en ligne (c-à-d. sur le site officiel de l'Alhambra!) quelques jours à l'avance. Bien choisir son heure de visite en tenant compte du fait qu'il vous faudra vous présenter à l'entrée environ 30 minutes avant et qu'une fois passé la grille, il vous faudra encore une quinzaine de minutes pour trouver et rejoindre la queue à l'entrée du Palais des Nasrides... Les employés sont à cheval sur les horaires, soyez bien à l'heure ! À chaque étape, on vérifiera votre ticket et votre carte d'identité. Veillez donc à ne pas vous tromper en donnant les noms, prénom et numéro de carte d'identité de chacun de vous lorsque vous faites l'inscription en ligne pour votre groupe car les employés sont administrativement tatillons !Pour la visite, l'audio-guide peut se décharger gratuitement et convient amplement... Veillez cependant à prévoir un chargeur-batterie autonome de réserve pour votre portable s'il se décharge rapidement !";5;15 août 2024;;179;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9719893336296082
Nous nous sommes fait arnaquer par l'agence, faites attention au ticket avant de partir;Nous avons été trompés par l'agence, j’ai payé ticket 35€  depuis l’app . quand j'y suis allé, j'ai trouvé ticket de 10€ ..;1;21 juin 2024;;23;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.965306282043457
Fuir le prestataire  Viator;Magnifique et exceptionnel  monument de Grenade MAIS très mauvaise expérience avec le prestataire ViatorBillets avec guide achetés peu à l'avance donc très cher 338€....mais j'assumeChangement de date sans nous prévenir avant donc rdv visite retardé de 1h30Pour ce prix nous avons eu 1h30 de visite au lieu de 3hDemande de geste commercial à Viator par mails , échanges depuis 10 joursEt résultat : on est des menteurs et ils feront rien pour nous....Ce triste épisode nous a contrarié et surtout nous avons gâché notre séjour à cause de cela;1;23 mai 2024;;89;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_0;0.9734815359115601
Horrible;Ils ont annulé mon trope un jour avant et m'ont ensuite donné une option pour une autre heure l'après-midi à 15 h, je leur ai dit que c'était trop court, j'ai un train à prendre à 18 h. Ils s'en fichaient, ils disaient à prendre ou à annuler. Je l'ai pris car il était impossible de trouver des billets. Le guide était tellement lent après 30 minutes que nous avons dû les laisser et faire la visite seul. Un traitement horrible ne les utilisera plus jamais.;1;4 mai 2024;;87;1;-0.5423;Négatif;-0.8333333333333333;1.0;Négatif;LABEL_0;0.9909707307815552
J'ai adoré l'Alhambra !;J'ai adoré l'Alhambra ! Clara était compétente et très gentille, mais il était difficile de l'entendre à cause de beaucoup d'électricité statique provenant du microphone.;3;27 avril 2024;avr. 2024 • En couple;24;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.999322772026062
Arnaque;Une arnaque pure et simple!Un accueil désagréable et hautain.J’avais réservé pour une visite complète de l’Alhambra sans connaître.Ils m’ont vendu un billet à 40€ par personne et le palais, le plus beau du site, n’était pas compris.A fuir;1;24 avril 2024;avr. 2024 • En famille;46;1;0.0;Neutre;0.10714285714285714;0.4285714285714286;Positif;LABEL_0;0.9926980137825012
Visite de grenade depuis Séville;Notre accompagnatrice maria était super sympa et nous a guide en français alors que se n' était pas prévu journée très sympathiqueJe recommande vivement;4;20 avril 2024;mars 2024 • En couple;24;1;0.5994;Positif;0.3333333333333333;0.6666666666666666;Positif;LABEL_1;0.9996334314346313
Visite de l'Alhambra;Diego est le guide le plus merveilleux qui soit dans toute l’Espagne et peut-être au-delà. Sa passion pour ce trésor national, son intelligence et sa manière très animée de présenter ont donné vie à l'histoire de l'Alhambra lors de notre visite.Un grand spa, Diego, pour le Kazanskiy друг !C'est tout à fait possible! ! ! Оставайтесь таким же чудесным!;5;14 avril 2024;avr. 2024 • En famille;61;1;0.8225;Positif;0.25;1.0;Positif;LABEL_1;0.9995788931846619
Une douce et agréable visite de l’Ahlambra;Une super visite de l’Alhambra avec une guidé pétillante et absolument adorable sympathique et compétente à la touche très personnelle… bref un très agréable moment passé à Grenade à surtout ne pas manquer ! Merci ♥️🇪🇸;5;23 mars 2024;;35;1;0.7964;Positif;0.41666666666666663;0.8333333333333333;Positif;LABEL_1;0.9996764659881592
Béatrix super guide de l’Alhambra parlant Français;Visite de l’Alhambra de Grenade menée par Béatrix qui nous a fait un commentaire très complet dans un Français impeccable !!Ne manquez pas de demander Béatrix pour guide, vous ne le regretterez pas !!;5;22 mars 2024;mars 2024 • Entre amis;34;1;0.0;Neutre;0.75;0.75;Positif;LABEL_1;0.9996360540390015
Une belle découverte!;Visite très bien commentée par notre Guide Roberto.  Il a su nous faire découvrir l’histoire et les merveilles de Alhambra et du Generalife!   Il a été très généreux de son temps et nous a même fait des recommendations pour découvrir Grenade!;5;22 février 2024;févr. 2024 • En couple;42;1;0.0;Neutre;0.0;0.0;Neutre;LABEL_1;0.9996651411056519
à découvrir absolument;superbe visite de l'Alhambra et du palacio Nazaries organisé par top tour  notre guide en français était Béatrice  très agréable  et un puit de science. Elle nous a fait voyager à  travers les siècles avec bonheur l'architecture est de toute beauté les jardins sont superbes. Pour moi rien ne remplace un guide  en chaire et en os pour tout ce qu'ils nous apportent par leur savoir.  je recommande vivement;5;17 février 2024;févr. 2024 • En couple;69;1;0.0772;Positif;0.5;0.5;Positif;LABEL_1;0.9996764659881592
Un lieu merveilleux !;Un grand merci à notre guide Diego qui a mis beaucoup d’enthousiasme et de passion pour nous faire découvrir la magie de l’Alhambra.;5;13 novembre 2023;nov. 2023 • En couple;25;1;0.7184;Positif;0.5;1.0;Positif;LABEL_1;0.9996559619903564
A éviter !!;Si vous voulez voir l'Alhambra, prenez un billet normal et l'audio-guide. Ne prenez pas cette visite !!La visite était express, la personne qui expliquait marchait à toute vitesse, on ne pouvait pas comprendre de quoi elle parlait, c'était trop rapide. Si on posait des questions elle était énervée. Bref, extrêmement deçue, je referai l'Alhambra seule et avec un audio-guide pour le faire à mon rythme et comprendre de quoi on me parle.;1;7 novembre 2023;oct. 2023 • En couple;74;1;0.0;Neutre;0.15;0.6499999999999999;Positif;LABEL_0;0.8456448316574097
